date,experiment,target,library,antibody,concentration,sort_bin,selection,sample,experiment_type,number_cells,frac_escape,R1
230622,exptREF2,Omicron_XBB15,lib60,none,0,ref,reference,exptREF2-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X70_230712_A00421_0570_BHFTYKDRX3_S70_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X70_230712_A00421_0570_BHFTYKDRX3_S70_L002_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X71_230712_A00421_0570_BHFTYKDRX3_S71_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X71_230712_A00421_0570_BHFTYKDRX3_S71_L002_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X72_230712_A00421_0570_BHFTYKDRX3_S72_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X72_230712_A00421_0570_BHFTYKDRX3_S72_L002_R1_001.fastq.gz
230622,expt6,Omicron_XBB15,lib59,S2V29_v37_2,42,abneg,escape,expt6-S2V29_v37_2-42-abneg,ab_selection,242800,0.0607,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X47_230712_A00421_0570_BHFTYKDRX3_S47_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X47_230712_A00421_0570_BHFTYKDRX3_S47_L002_R1_001.fastq.gz
230622,expt6,Omicron_XBB15,lib60,S2V29_v37_2,42,abneg,escape,expt6-S2V29_v37_2-42-abneg,ab_selection,259200,0.0648,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X48_230712_A00421_0570_BHFTYKDRX3_S48_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X48_230712_A00421_0570_BHFTYKDRX3_S48_L002_R1_001.fastq.gz
230615,expt5,Omicron_XBB15,lib59,S2K146,266,abneg,escape,expt5-S2K146-266-abneg,ab_selection,1020000,0.255,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X21_230712_A00421_0570_BHFTYKDRX3_S21_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X21_230712_A00421_0570_BHFTYKDRX3_S21_L002_R1_001.fastq.gz
230615,expt5,Omicron_XBB15,lib60,S2K146,266,abneg,escape,expt5-S2K146-266-abneg,ab_selection,972000,0.243,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X22_230712_A00421_0570_BHFTYKDRX3_S22_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X22_230712_A00421_0570_BHFTYKDRX3_S22_L002_R1_001.fastq.gz
230615,expt8,Omicron_XBB15,lib59,S2V29,59,abneg,escape,expt8-S2V29-59-abneg,ab_selection,476000,0.119,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X27_230712_A00421_0570_BHFTYKDRX3_S27_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X27_230712_A00421_0570_BHFTYKDRX3_S27_L002_R1_001.fastq.gz
230615,expt8,Omicron_XBB15,lib60,S2V29,59,abneg,escape,expt8-S2V29-59-abneg,ab_selection,352000,0.088,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X28_230712_A00421_0570_BHFTYKDRX3_S28_L001_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2023/230628_Aerium-Vir-mAbs_XBB-polish/21073R/Fastq/21073X28_230712_A00421_0570_BHFTYKDRX3_S28_L002_R1_001.fastq.gz
240422,exptREF3,Omicron_XBB15,lib59,none,0,ref,reference,exptREF3-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib59-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib59-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib59-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib59-presort-4_R1_001.fastq.gz
240422,exptREF3,Omicron_XBB15,lib60,none,0,ref,reference,exptREF3-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib60-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib60-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib60-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib60-presort-4_R1_001.fastq.gz
240422,expt2,Omicron_XBB15,lib59,SA55,63,abneg,escape,expt2-SA55-63-abneg,ab_selection,856000,0.214,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e2-r1_R1_001.fastq.gz
240422,expt2,Omicron_XBB15,lib60,SA55,63,abneg,escape,expt2-SA55-63-abneg,ab_selection,860000,0.215,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e2-r2_R1_001.fastq.gz
240422,expt5,Omicron_XBB15,lib59,Omi42,156,abneg,escape,expt5-Omi42-156-abneg,ab_selection,1000000,0.25,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e5-r1_R1_001.fastq.gz
240422,expt5,Omicron_XBB15,lib60,Omi42,156,abneg,escape,expt5-Omi42-156-abneg,ab_selection,880000,0.22,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e5-r2_R1_001.fastq.gz
240305,exptREF,Omicron_EG5,lib94,none,0,ref,reference,exptREF-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib94-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib94-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib94-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib94-presort-4_R1_001.fastq.gz
240305,exptREF,Omicron_EG5,lib95,none,0,ref,reference,exptREF-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib95-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib95-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib95-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib95-presort-4_R1_001.fastq.gz
240305,expt1,Omicron_EG5,lib94,S2V29_v37_2,39,abneg,escape,expt1-S2V29_v37_2-39-abneg,ab_selection,196000,0.049,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e1-r1v2_R1_001.fastq.gz
240305,expt1,Omicron_EG5,lib95,S2V29_v37_2,39,abneg,escape,expt1-S2V29_v37_2-39-abneg,ab_selection,180000,0.045,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e1-r2v2_R1_001.fastq.gz
240305,expt2,Omicron_EG5,lib94,S2V29,80,abneg,escape,expt2-S2V29-80-abneg,ab_selection,352000,0.088,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e2-r1v2_R1_001.fastq.gz
240305,expt2,Omicron_EG5,lib95,S2V29,80,abneg,escape,expt2-S2V29-80-abneg,ab_selection,360000,0.09,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e2-r2v2_R1_001.fastq.gz
240305,expt3,Omicron_EG5,lib94,S2K146,121,abneg,escape,expt3-S2K146-121-abneg,ab_selection,700000,0.175,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e3-r1v2_R1_001.fastq.gz
240305,expt3,Omicron_EG5,lib95,S2K146,121,abneg,escape,expt3-S2K146-121-abneg,ab_selection,684000,0.171,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240507_Illumina_mAb-escape-V29-Omicronv3-redo/242305-e3-r2v2_R1_001.fastq.gz
240305,exptREF,Omicron_BA286,lib92,none,0,ref,reference,exptREF-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib93-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib93-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib93-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib93-presort-4_R1_001.fastq.gz
240305,exptREF,Omicron_BA286,lib93,none,0,ref,reference,exptREF-none-0-ref,ab_selection,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/230622-e7-r1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/230622-e7-r2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/230622-e8-r1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/230622-e8-r2_R1_001.fastq.gz
240305,expt7,Omicron_BA286,lib92,S2V29_v37_2,48,abneg,escape,expt7-S2V29_v37_2-48-abneg,ab_selection,372000,0.093,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib92-presort-1_R1_001.fastq.gz
240305,expt7,Omicron_BA286,lib93,S2V29_v37_2,48,abneg,escape,expt7-S2V29_v37_2-48-abneg,ab_selection,324000,0.081,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib92-presort-2_R1_001.fastq.gz
240305,expt8,Omicron_BA286,lib92,S2V29,36,abneg,escape,expt8-S2V29-36-abneg,ab_selection,404000,0.101,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib92-presort-3_R1_001.fastq.gz
240305,expt8,Omicron_BA286,lib93,S2V29,36,abneg,escape,expt8-S2V29-36-abneg,ab_selection,344000,0.086,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240330_Illumina_mAb-escape-V29-Omicronv3/240305-lib92-presort-4_R1_001.fastq.gz
240422,exptREF2,Omicron_BA286,lib92,none,0,ref,reference,exptREF2-none-0-ref,,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib92-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib92-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib92-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib92-presort-4_R1_001.fastq.gz
240422,exptREF2,Omicron_BA286,lib93,none,0,ref,reference,exptREF2-none-0-ref,,,,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib93-presort-1_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib93-presort-2_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib93-presort-3_R1_001.fastq.gz; /uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-lib93-presort-4_R1_001.fastq.gz
240422,expt3,Omicron_BA286,lib92,SA55,33,abneg,escape,expt3-SA55-33-abneg,,1064000,0.266,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e3-r1_R1_001.fastq.gz
240422,expt3,Omicron_BA286,lib93,SA55,33,abneg,escape,expt3-SA55-33-abneg,,1036000,0.259,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e3-r2_R1_001.fastq.gz
240422,expt6,Omicron_BA286,lib92,Omi42,73,abneg,escape,expt6-Omi42-73-abneg,,1216000,0.304,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e6-r1_R1_001.fastq.gz
240422,expt6,Omicron_BA286,lib93,Omi42,73,abneg,escape,expt6-Omi42-73-abneg,,1196000,0.299,/uufs/chpc.utah.edu/common/home/u6042467/starr-group1/sequencing/TNS/2024/240508_Illumina_mAb-escape-SA55-Omi42/240415-e6-r2_R1_001.fastq.gz
